Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,BTC-USD,GC=F,GOOGL,MSFT,AMZN,BTC-USD,GC=F,GOOGL,MSFT,AMZN,BTC-USD,GC=F,GOOGL,MSFT,AMZN,BTC-USD,GC=F,GOOGL,MSFT,AMZN,BTC-USD,GC=F,GOOGL,MSFT
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-03,159.35049438476562,39208.765625,1871.199951171875,116.41681671142578,236.3178253173828,160.7220001220703,39478.953125,1908.800048828125,116.88494774617168,236.9237338024007,159.20150756835938,37243.97265625,1865.0,115.52121891925472,233.71140768799265,160.2115020751953,37599.41015625,1908.800048828125,116.3250761646754,235.846550117456,47966000.0,35460750427.0,1021.0,18696000.0,25307700.0
2021-06-04,160.31100463867188,36894.40625,1889.800048828125,118.69746398925781,241.20361328125,161.0500030517578,39242.484375,1895.5,118.96822874582733,242.0307405997001,159.9405059814453,35717.72265625,1854.0,117.15223662042179,238.04899157263242,160.60000610351562,39242.484375,1869.300048828125,117.49242726754059,238.2894353899083,44994000.0,41831090187.0,367.0,24458000.0,25281100.0
2021-06-05,,35551.95703125,,,,,37917.71484375,,,,,34900.4140625,,,,,36880.15625,,,,,35959473399.0,,,
2021-06-06,,35862.37890625,,,,,36436.421875,,,,,35304.578125,,,,,35538.609375,,,,,28913440585.0,,,
2021-06-07,159.90049743652344,33560.70703125,1896.800048828125,119.1303939819336,244.10818481445312,160.39999389648438,36790.5703125,1899.699951171875,119.23999231025896,244.37748072250199,158.61000061035156,33480.640625,1883.199951171875,118.07412912075807,240.2610836417249,159.8665008544922,35835.265625,1890.5,118.49266700644799,240.42458368050268,44316000.0,33683936663.0,87.0,24120000.0,23079200.0
2021-06-08,163.20550537109375,33472.6328125,1892.199951171875,118.93896484375,242.91558837890625,163.97650146484375,34017.38671875,1902.9000244140625,119.98432577535812,246.22409767473246,160.90049743652344,31114.443359375,1890.0,118.757466274763,242.85786953493397,161.1304931640625,33589.51953125,1896.5,119.61190790368995,245.40658282034158,68334000.0,49902050442.0,930.0,24240000.0,22455000.0
2021-06-09,164.0574951171875,37345.12109375,1893.199951171875,119.41007995605469,243.8966064453125,164.87899780273438,37537.37109375,1897.699951171875,119.65504930518125,245.76245296444787,163.53500366210938,32475.865234375,1889.199951171875,118.86260289582098,243.531141793228,163.64349365234375,33416.9765625,1894.9000244140625,119.58314905326921,244.10819819545324,49110000.0,53972919008.0,148.0,17942000.0,17937600.0
2021-06-10,167.4824981689453,36702.59765625,1894.199951171875,120.75843048095703,247.40707397460938,167.5500030517578,38334.32421875,1899.800048828125,120.801576684723,247.6186657190944,164.0574951171875,35847.59375,1871.5,119.20378241102719,243.97354371278735,164.10049438476562,37389.515625,1887.699951171875,119.35949314078805,244.56983971513966,69530000.0,43576032854.0,186.0,25904000.0,24563600.0
2021-06-11,167.3415069580078,37334.3984375,1877.4000244140625,120.51396179199219,248.03224182128906,168.32899475097656,37608.6953125,1902.300048828125,121.08523664008776,248.609283510247,166.67250061035156,36044.44921875,1875.199951171875,119.95656455587336,246.80114128203925,167.4824981689453,36697.03125,1900.9000244140625,120.999943051101,248.12839586874716,56348000.0,38699736985.0,349.0,21958000.0,18999700.0
2021-06-12,,35552.515625,,,,,37408.92578125,,,,,34728.19140625,,,,,37340.14453125,,,,,37924228550.0,,,
2021-06-13,,39097.859375,,,,,39322.78125,,,,,34864.109375,,,,,35555.7890625,,,,,40669112838.0,,,
2021-06-14,169.19349670410156,40218.4765625,1864.0,121.4417953491211,249.95579528808594,169.25,40978.36328125,1866.5999755859375,121.44228719469659,250.0134994576514,166.77499389648438,38757.28515625,1846.5,119.90896239653654,246.98388380020114,167.3415069580078,39016.96875,1866.199951171875,120.61611526440987,248.04184249398912,51394000.0,43148914673.0,41.0,22098000.0,19150500.0
2021-06-15,169.156494140625,40406.26953125,1854.5,120.4241943359375,248.48422241210938,169.84950256347656,41295.26953125,1867.199951171875,121.76907406138305,250.0519206579599,168.15550231933594,39609.46875,1854.4000244140625,120.06367156009478,247.83022233134025,169.1999969482422,40427.16796875,1866.4000244140625,121.44624178709292,249.84032894346996,48524000.0,46420149185.0,78.0,21562000.0,18038900.0
2021-06-16,170.7624969482422,38347.0625,1859.5,119.7824935913086,247.54173278808594,171.3175048828125,40516.77734375,1860.0999755859375,120.88686840654948,250.61939615458576,168.02650451660156,38176.03515625,1809.199951171875,118.49067266185558,244.69487142700754,169.60000610351562,40168.69140625,1859.4000244140625,120.5754393849675,249.48450833852118,84056000.0,39211635100.0,117.0,26472000.0,27220000.0
2021-06-17,174.46200561523438,38053.50390625,1773.800048828125,120.74553680419922,250.92718505859375,174.86000061035156,39513.671875,1823.300048828125,121.51815047385836,251.74469998319134,170.0500030517578,37439.67578125,1769.5999755859375,119.51223033742086,246.2241188200235,170.15899658203125,38341.421875,1811.800048828125,119.7081134975645,246.28182299342527,102730000.0,37096670047.0,1135.0,25842000.0,27565500.0
2021-06-18,174.34500122070312,35787.24609375,1767.9000244140625,119.12641143798828,249.51339721679688,175.35000610351562,38187.26171875,1792.4000244140625,120.6061778242269,252.2736880540248,173.6855010986328,35255.85546875,1767.9000244140625,119.03119771508092,248.85939695697047,173.99949645996094,38099.4765625,1775.699951171875,120.37211233184087,249.70576404665513,104954000.0,36200887275.0,354.0,46116000.0,37202200.0
2021-06-19,,35615.87109375,,,,,36457.796875,,,,,34933.0625,,,,,35854.52734375,,,,,31207279719.0,,,
2021-06-20,,35698.296875,,,,,36059.484375,,,,,33432.07421875,,,,,35563.140625,,,,,36664034054.0,,,
2021-06-21,172.697998046875,31676.693359375,1781.800048828125,120.81397247314453,252.59104919433594,174.10000610351562,35721.640625,1785.199951171875,120.99993548875224,253.44701394017824,171.6999969482422,31295.935546875,1766.800048828125,118.91566055698493,248.06109579519787,173.8209991455078,35641.14453125,1768.800048828125,119.51273077628596,249.8884629766057,65542000.0,52809038594.0,38.0,27414000.0,26696100.0
2021-06-22,175.27200317382812,32505.66015625,1776.300048828125,121.32772827148438,255.36093139648438,176.18899536132812,33292.453125,1786.9000244140625,121.39666231815684,255.6302272664753,172.80450439453125,28893.62109375,1775.9000244140625,120.07161525109758,252.36979539486003,172.9029998779297,31622.376953125,1783.4000244140625,120.75198899495656,252.6775704894349,66902000.0,58964353058.0,101.0,22390000.0,24694100.0
2021-06-23,175.1909942626953,33723.02734375,1782.300048828125,121.12589263916016,255.13014221191406,176.0500030517578,34753.41015625,1793.199951171875,122.08645184131146,256.63050944325494,174.16000366210938,31772.6328125,1780.5999755859375,120.83579457394919,254.32225442204245,175.25,32515.71484375,1780.699951171875,121.09266658134959,255.82262165338332,56266000.0,46317108925.0,136.0,19148000.0,19518700.0
2021-06-24,172.45399475097656,34662.4375,1775.5999755859375,121.4958267211914,256.495849609375,176.2429962158203,35228.8515625,1786.4000244140625,122.04676934961249,257.61151244689773,171.54249572753906,32385.21484375,1775.5999755859375,121.29746921451058,255.32248260362277,175.3820037841797,33682.80078125,1778.9000244140625,121.69418422787221,255.9861098893135,76640000.0,33123368116.0,78.0,21362000.0,21446900.0
2021-06-25,170.072998046875,31637.779296875,1776.5999755859375,121.50426483154297,254.8896484375,173.24099731445312,35487.24609375,1788.0,121.62774832820787,257.03441766201166,169.70899963378906,31350.884765625,1775.199951171875,120.5685022175003,254.6396068486284,173.1999969482422,34659.10546875,1777.699951171875,120.99993398696205,256.05341754170934,78820000.0,40230904226.0,35.0,34594000.0,25611100.0
2021-06-26,,32186.27734375,,,,,32637.587890625,,,,,30184.501953125,,,,,31594.6640625,,,,,38585385521.0,,,
2021-06-27,,34649.64453125,,,,,34656.12890625,,,,,32071.7578125,,,,,32287.5234375,,,,,35511640894.0,,,
2021-06-28,172.1945037841797,34434.3359375,1779.5999755859375,121.53154754638672,258.44830322265625,172.39999389648438,35219.890625,1779.5999755859375,121.77850698140655,258.62141576149537,170.67550659179688,33902.07421875,1779.5999755859375,120.4103137257864,255.74571652356687,170.8000030517578,34679.12109375,1779.5999755859375,121.67287369057478,256.0150124787803,44856000.0,33892523752.0,888.0,28526000.0,19590000.0
2021-06-29,172.40699768066406,35867.77734375,1762.800048828125,121.27020263671875,261.0257873535156,172.80149841308594,36542.109375,1777.0999755859375,122.0125716067318,261.26623115714835,171.15150451660156,34252.484375,1752.0999755859375,120.69347211365788,257.73653255640755,171.9409942626953,34475.55859375,1776.800048828125,121.66494274006068,258.5924972347941,41968000.0,37901460044.0,419.0,23108000.0,19937800.0
2021-06-30,172.00799560546875,35040.8359375,1770.800048828125,121.08869934082031,260.5449523925781,173.5800018310547,36074.7578125,1770.800048828125,121.2548296268427,260.98736086236244,171.75,34086.15234375,1759.199951171875,120.35972373185534,259.29465610147,172.05299377441406,35908.38671875,1761.0999755859375,120.99447687115277,260.34298777501124,48080000.0,34059036099.0,51.0,24474000.0,21656500.0
2021-07-01,171.64849853515625,33572.1171875,1775.9000244140625,121.44080352783203,261.2181396484375,172.85000610351562,35035.984375,1781.199951171875,121.58212967815209,261.4489562947867,170.4709930419922,32883.78125,1768.800048828125,120.5352855601365,259.2945893260647,171.73049926757812,35035.984375,1775.699951171875,120.72719613594724,259.30418711896345,40742000.0,37838957079.0,44.0,18110000.0,16725300.0
2021-07-02,175.5489959716797,33897.046875,1782.5999755859375,124.2307357788086,267.0368957519531,175.58599853515625,33939.58984375,1787.9000244140625,124.37603452212761,267.3735229640247,171.8459930419922,32770.6796875,1778.300048828125,122.05075521661516,262.0837590204918,172.58200073242188,33549.6015625,1778.699951171875,122.14051324667714,262.3915341487316,63388000.0,38728974942.0,23.0,25982000.0,26458000.0
2021-07-03,,34668.546875,,,,,34909.26171875,,,,,33402.6953125,,,,,33854.421875,,,,,24383958643.0,,,
2021-07-04,,35287.78125,,,,,35937.56640625,,,,,34396.4765625,,,,,34665.56640625,,,,,24924307911.0,,,
2021-07-05,,33746.00390625,,,,,35284.34375,,,,,33213.66015625,,,,,35284.34375,,,,,26721554282.0,,,
2021-07-06,183.78700256347656,34235.1953125,1793.5,125.15560913085938,267.0465393066406,184.2740020751953,35038.53515625,1809.800048828125,125.39165718962542,268.69116688821424,176.4499969482422,33599.91796875,1786.699951171875,123.56128023411472,263.8149589636492,176.5054931640625,33723.5078125,1786.699951171875,124.61854399160694,267.4023914794495,134896000.0,26501259870.0,332.0,26404000.0,31565600.0
2021-07-07,184.82899475097656,33855.328125,1801.5,125.43726348876953,269.2297668457031,186.7100067138672,34997.6640625,1808.4000244140625,126.240621316996,269.960725504487,183.94549560546875,33839.2890625,1797.199951171875,125.1188956447412,266.5560325451121,185.86900329589844,34225.6796875,1798.699951171875,126.11962731057842,268.7200270839339,106562000.0,24796027477.0,244.0,24060000.0,23260000.0
2021-07-08,186.57049560546875,32877.37109375,1799.5999755859375,124.01898193359375,266.8157653808594,187.99949645996094,33907.90625,1818.5,124.56595957690325,268.07568890593086,181.05599975585938,32133.18359375,1797.0,123.005363941043,264.36322030721055,182.17799377441406,33889.60546875,1797.0,123.0093289727932,266.31562334882244,103612000.0,29910396946.0,148.0,23790000.0,24618600.0
2021-07-09,185.9669952392578,33798.01171875,1810.0,124.4896011352539,267.3157958984375,187.39999389648438,34042.29296875,1810.0999755859375,124.70382636334314,267.42157707974224,184.6699981689453,32318.880859375,1798.800048828125,123.53052498165191,264.79594962280595,186.12600708007812,32861.671875,1803.5999755859375,124.00014669515204,265.1806538246266,74964000.0,27436021028.0,218.0,18632000.0,23916700.0
2021-07-10,,33520.51953125,,,,,34209.0703125,,,,,33116.01171875,,,,,33811.2421875,,,,,22971873468.0,,,
2021-07-11,,34240.1875,,,,,34584.703125,,,,,33346.73828125,,,,,33509.078125,,,,,20108729370.0,,,
2021-07-12,185.92750549316406,33155.84765625,1805.5,125.93465423583984,266.719482421875,187.864501953125,34592.15625,1805.5,126.02788545144588,269.07581384728866,184.83949279785156,32697.30859375,1799.5,124.581337423186,266.00774887676647,187.1999969482422,34254.015625,1802.5999755859375,125.14369092382793,268.48914511457275,51432000.0,24321499537.0,147.0,17668000.0,18931700.0
2021-07-13,183.8679962158203,32702.025390625,1809.4000244140625,126.29765319824219,270.23968505859375,188.6540069580078,33327.1015625,1812.0,127.00777981268853,272.0382005108351,183.5659942626953,32261.419921875,1800.5999755859375,125.63612092477611,266.7869146059644,185.10499572753906,33125.46875,1808.0999755859375,125.99713556323269,266.9119207635317,76918000.0,19120856669.0,78.0,19240000.0,26120100.0
2021-07-14,184.08399963378906,32822.34765625,1824.300048828125,127.18580627441406,271.7111511230469,185.88299560546875,33061.3984375,1829.0,128.26638333995623,272.8171868548692,183.04150390625,31639.125,1813.0999755859375,126.86594777508958,269.82605039030216,185.4425048828125,32723.845703125,1813.0999755859375,126.90909397847128,271.557263551942,65932000.0,21376531210.0,707.0,23742000.0,23113700.0
2021-07-15,181.55999755859375,31780.73046875,1828.4000244140625,125.96391296386719,270.28778076171875,184.77000427246094,33159.640625,1833.0,127.64501842152565,271.71121913746225,181.04600524902344,31175.708984375,1823.4000244140625,125.49280814322165,269.1336383650554,184.7100067138672,32827.875,1831.5999755859375,127.59444156322091,271.22070421622124,63706000.0,21300524237.0,99.0,24218000.0,22604200.0
2021-07-16,178.68150329589844,31421.5390625,1814.5,125.92919921875,270.0184326171875,182.30299377441406,32218.40625,1831.4000244140625,126.7638005858177,273.24038594694457,178.5229949951172,31100.673828125,1814.5,125.11939443436253,268.77773418312665,181.66549682617188,31841.55078125,1830.0999755859375,126.61651932695658,271.28798313803793,80874000.0,23699476918.0,78.0,20424000.0,26186800.0
2021-07-17,,31533.068359375,,,,,31935.9453125,,,,,31223.990234375,,,,,31397.30859375,,,,,18895018942.0,,,
2021-07-18,,31796.810546875,,,,,32398.99609375,,,,,31215.4921875,,,,,31533.884765625,,,,,18787986667.0,,,
2021-07-19,177.47950744628906,30817.83203125,1808.699951171875,123.55680084228516,266.42138671875,177.510498046875,31885.859375,1813.4000244140625,125.17046276091699,269.65293765611636,174.95799255371094,30563.734375,1803.300048828125,122.49259090531656,263.9592442852176,176.62899780273438,31800.01171875,1803.300048828125,125.05590815567551,268.2679788683728,75692000.0,20434789545.0,33.0,27968000.0,32935600.0
2021-07-20,178.6595001220703,29807.34765625,1810.9000244140625,125.17494201660156,268.6430969238281,179.60000610351562,31006.1875,1824.0,126.0016057985081,270.2300203759046,175.89999389648438,29360.955078125,1810.9000244140625,123.3311794114217,265.70006671057956,178.36599731445312,30838.28515625,1812.9000244140625,124.49852570882304,267.40239850810826,65114000.0,23148267245.0,128.0,26312000.0,26259700.0
2021-07-21,179.25999450683594,32110.693359375,1802.9000244140625,126.50346374511719,270.6435852050781,179.32249450683594,32752.326171875,1807.0,126.55007557282694,270.75899355414396,177.1820068359375,29526.18359375,1800.0,124.99046349148195,266.69070249429734,178.81900024414062,29796.28515625,1807.0,125.09956240900131,268.23914676268924,46380000.0,28203024559.0,135.0,20746000.0,24364300.0
2021-07-22,181.90150451660156,32313.10546875,1805.0,127.3687744140625,275.2023620605469,182.00100708007812,32576.400390625,1805.0,127.42977838717862,275.4716579349154,179.11349487304688,31745.298828125,1793.5999755859375,126.45384345383056,272.58633241623176,179.3614959716797,32138.873046875,1793.5999755859375,126.79601657021745,272.99026155226005,65308000.0,19555230518.0,2.0,14302000.0,23384100.0
2021-07-23,182.83200073242188,33581.55078125,1801.4000244140625,131.92465209960938,278.5975036621094,183.3054962158203,33581.55078125,1801.4000244140625,132.30550704776215,278.9052494950487,181.1020050048828,32057.892578125,1800.0,128.73650906326645,275.5486626133189,182.0,32305.958984375,1800.0,129.36133455179797,276.38540254707505,48726000.0,22552046192.0,1.0,41506000.0,22768100.0
2021-07-24,,34292.4453125,,,,,34490.390625,,,,,33424.859375,,,,,33593.73046875,,,,,21664706865.0,,,
2021-07-25,,35350.1875,,,,,35364.92578125,,,,,33881.8359375,,,,,34290.29296875,,,,,20856685287.0,,,
2021-07-26,184.99099731445312,37337.53515625,1798.699951171875,132.936279296875,278.0011291503906,185.60400390625,40499.67578125,1802.5,133.13661932706722,278.6166794096968,182.3625030517578,35287.3125,1797.199951171875,131.2169841004671,275.68327658614254,183.6584930419922,35384.03125,1802.5,132.23557346986715,277.9530521274675,58002000.0,51022126212.0,17.0,30572000.0,23176100.0
2021-07-27,181.3195037841797,39406.94140625,1799.5,130.81878662109375,275.587158203125,184.9250030517578,39406.94140625,1803.699951171875,133.29730999351878,278.5109345714232,179.3074951171875,36441.7265625,1799.5,129.03751867433039,272.1343877026181,184.9250030517578,37276.03515625,1803.699951171875,133.15002872677817,278.36667411756946,82638000.0,35097370560.0,1.0,54710000.0,33604100.0
2021-07-28,181.51600646972656,39995.90625,1799.5,134.9783935546875,275.2793273925781,182.92100524902344,40816.0703125,1799.5,137.16333785236336,279.0590972753007,180.0500030517578,38862.4375,1799.5,134.1685888131194,272.98067033830415,181.68899536132812,39503.1875,1799.5,135.19460884795575,277.943434405772,59988000.0,38702404695.0,209783.0,95130000.0,33566900.0
2021-07-29,179.99600219726562,40008.421875,1831.199951171875,134.6644744873047,275.5486755371094,181.8975067138672,40593.0703125,1832.5999755859375,135.5407312408076,277.58763486236643,179.00050354003906,39352.05859375,1806.0999755859375,134.43189968224377,275.1447169202856,181.3874969482422,39995.453125,1806.5999755859375,135.0339185360519,275.2986045195014,110400000.0,27167146027.0,30496.0,31716000.0,18168300.0
2021-07-30,166.37950134277344,42235.546875,1812.5999755859375,133.6221160888672,274.0193786621094,168.40699768066406,42235.546875,1830.5,134.1953809902093,275.70248527997103,165.3489990234375,38397.35546875,1808.9000244140625,133.15448447715994,273.0576034519027,167.3975067138672,40027.484375,1828.0,133.92808941978942,274.2694496090991,199312000.0,33072782960.0,3100.0,25576000.0,20944800.0
2021-07-31,,41626.1953125,,,,,42231.44921875,,,,,41110.83203125,,,,,42196.3046875,,,,,25802845343.0,,,
2021-08-01,,39974.89453125,,,,,42541.6796875,,,,,39540.94140625,,,,,41460.84375,,,,,26688438115.0,,,
2021-08-02,166.57400512695312,39201.9453125,1818.0999755859375,133.7490692138672,273.9329528808594,167.9459991455078,40419.1796875,1818.699951171875,134.22711280471987,275.80839782334704,165.85000610351562,38746.34765625,1804.800048828125,132.6972613245468,272.8942187225321,167.65499877929688,39907.26171875,1812.4000244140625,134.00941440487134,275.4140662772287,67078000.0,25595265436.0,1334.0,21634000.0,16267400.0
2021-08-03,168.31199645996094,38152.98046875,1810.0999755859375,134.51820373535156,276.1449279785156,169.5500030517578,39750.03125,1813.5,134.61935743991575,276.2507385273349,164.98849487304688,37782.05078125,1806.0,132.2266425296642,273.1441936458983,167.03599548339844,39178.40234375,1812.300048828125,134.02725111270541,274.50992752859145,83146000.0,26189830450.0,3341.0,20762000.0,17879000.0
2021-08-04,167.73599243164062,39747.50390625,1810.5,134.01783752441406,275.5582580566406,169.44400024414062,39952.296875,1831.300048828125,134.53754419070725,276.59696249430243,167.2779998779297,37589.1640625,1806.300048828125,133.38456751331833,273.76934068765456,168.96749877929688,38213.33203125,1809.300048828125,134.24000035779645,275.27933499379344,43678000.0,25372562724.0,2860.0,19676000.0,16191300.0
2021-08-05,168.79949951171875,40869.5546875,1805.0999755859375,135.1346435546875,278.4530944824219,169.4499969482422,41341.93359375,1813.699951171875,135.232346805551,278.5589049976431,167.04600524902344,37458.00390625,1796.0,133.74066212031818,275.1638403357417,167.81100463867188,39744.515625,1810.800048828125,134.5683248820476,275.9140236806902,48670000.0,35185031017.0,588.0,17870000.0,13900200.0
2021-08-06,167.2469940185547,42816.5,1760.0,134.6258087158203,278.39544677734375,168.75,43271.66015625,1800.0999755859375,135.35380063089553,278.4339260044122,166.45199584960938,39932.1796875,1758.4000244140625,134.10165272092112,276.62578389584934,168.75,40865.8671875,1799.800048828125,134.9268333121691,277.481777929583,52752000.0,38226483046.0,859.0,20488000.0,16589300.0
2021-08-07,,44555.80078125,,,,,44689.859375,,,,,42618.56640625,,,,,42832.796875,,,,,40030862141.0,,,
2021-08-08,,43798.1171875,,,,,45282.3515625,,,,,43331.91015625,,,,,44574.4375,,,,,36302664750.0,,,
2021-08-09,167.093505859375,46365.40234375,1723.4000244140625,135.79066467285156,277.30865478515625,167.74400329589844,46456.83203125,1753.800048828125,136.05945443864798,280.40557237439197,166.42599487304688,42848.6875,1692.5999755859375,134.23006169786746,276.8085422037399,167.1804962158203,43791.92578125,1753.5,134.8281306553872,278.67438860321397,42964000.0,38734079049.0,1621.0,17760000.0,16117600.0
2021-08-10,166.03399658203125,45585.03125,1728.800048828125,135.68556213378906,275.490966796875,167.89999389648438,46637.98828125,1735.199951171875,136.64314754338798,278.193553507934,165.75,44705.5546875,1720.0999755859375,135.246684585336,274.29837461151317,167.25050354003906,46280.84765625,1728.5999755859375,136.21616508986884,277.7607428078615,48252000.0,33546019517.0,1363.0,19414000.0,18616600.0
2021-08-11,164.60549926757812,45593.63671875,1750.4000244140625,135.16189575195312,275.9814147949219,166.88499450683594,46735.6328125,1752.199951171875,136.55387918721985,277.6260422247308,163.88949584960938,45351.7109375,1727.300048828125,135.15444996704406,274.93305396223553,166.57249450683594,45599.703125,1727.300048828125,136.05699411421284,276.23145639673766,58944000.0,34319709073.0,542.0,15352000.0,13955900.0
2021-08-12,165.1750030517578,44428.2890625,1749.0,136.0693817138672,278.73211669921875,165.72549438476562,46228.91015625,1752.4000244140625,136.1745155860973,278.8860042800306,163.48350524902344,43861.4453125,1745.5,134.31538491071916,275.3947550024405,164.5,45576.87890625,1749.699951171875,134.86086429616063,275.67367807710286,46282000.0,33723620826.0,739.0,16506000.0,14561300.0
2021-08-13,164.69850158691406,47793.3203125,1775.199951171875,136.5985107421875,281.65594482421875,165.30349731445312,47831.9765625,1777.300048828125,136.72646625528014,281.7040218560263,164.14999389648438,44282.41796875,1757.4000244140625,135.90971509193332,278.24162438521927,165.2834930419922,44439.69140625,1758.300048828125,136.12493157350525,278.41476627205253,41134000.0,31744259539.0,436.0,15948000.0,18249000.0
2021-08-14,,47096.9453125,,,,,48098.68359375,,,,,46177.6328125,,,,,47810.6875,,,,,31211354442.0,,,
2021-08-15,,47047.00390625,,,,,47357.10546875,,,,,45579.58984375,,,,,47096.66796875,,,,,30988958446.0,,,
2021-08-16,164.94949340820312,46004.484375,1786.9000244140625,137.17576599121094,283.3389892578125,165.0,47998.09765625,1787.800048828125,137.22834050741238,283.5505809829247,160.55650329589844,45700.3203125,1771.9000244140625,134.18994510794082,278.9340422580359,164.14999389648438,47019.9609375,1776.9000244140625,136.39769644559638,281.982882658373,66394000.0,32776876610.0,219.0,22384000.0,22507600.0
2021-08-17,162.09800720214844,44695.359375,1785.0,135.54124450683594,281.8770446777344,164.02450561523438,47139.5703125,1794.199951171875,137.1320999211298,282.2136718464197,161.28399658203125,44512.41796875,1780.0,134.96649653381414,279.95349440073016,163.875,45936.45703125,1787.699951171875,136.62082272063034,281.213446835132,67758000.0,33451362600.0,200.0,21716000.0,20075300.0
2021-08-18,160.06100463867188,44801.1875,1781.5999755859375,134.3386993408203,280.1522216796875,162.7050018310547,45952.0625,1791.5,135.98063113741676,284.0934094395426,160.0,44364.02734375,1779.0,134.21224206544025,279.7089369385495,162.09950256347656,44686.75,1787.800048828125,135.38107897385382,281.41455687924235,56086000.0,32194123075.0,263.0,19258000.0,21813000.0
2021-08-19,159.3874969482422,46717.578125,1780.199951171875,134.5677947998047,285.97247314453125,161.64999389648438,46970.76171875,1789.300048828125,135.234782779033,286.6470164928712,159.1230010986328,43998.31640625,1775.5,133.1495240793781,278.13829528997536,159.7010040283203,44741.8828125,1780.0,133.33350458588953,278.1864643546096,75658000.0,37204312299.0,245.0,21782000.0,29850500.0
2021-08-20,159.99749755859375,49339.17578125,1781.0,136.302978515625,293.2862854003906,160.3905029296875,49342.15234375,1787.5,136.42645446339975,294.71244831740665,158.78799438476562,46650.70703125,1778.199951171875,134.1413397760304,287.21551359465093,160.19349670410156,46723.12109375,1784.0999755859375,134.88519193745017,288.81512041303324,67168000.0,34706867452.0,235.0,31194000.0,40817600.0
2021-08-21,,48905.4921875,,,,,49717.01953125,,,,,48312.19921875,,,,,49327.07421875,,,,,40585205312.0,,,
2021-08-22,,49321.65234375,,,,,49471.609375,,,,,48199.94140625,,,,,48869.10546875,,,,,25370975378.0,,,
2021-08-23,163.2935028076172,49546.1484375,1803.199951171875,138.8935546875,293.56573486328125,164.0449981689453,50482.078125,1804.800048828125,139.71971902868404,294.2884471743219,160.50050354003906,49074.60546875,1776.800048828125,136.47950099945666,290.86762066495834,160.59500122070312,49291.67578125,1776.800048828125,136.83853312618544,292.21667776411977,65362000.0,34305053719.0,32.0,28454000.0,22830200.0
2021-08-24,165.28900146484375,47706.1171875,1805.5999755859375,140.10354614257812,291.609619140625,165.77450561523438,49878.76953125,1805.5999755859375,140.9153334065435,294.5293759454758,163.72900390625,47687.1171875,1801.0,139.1881081082897,291.0121816186196,164.0,49562.34765625,1801.0,139.45886528917006,293.9222928481988,51036000.0,35361168834.0,22.0,19268000.0,18175800.0
2021-08-25,164.95899963378906,48960.7890625,1788.199951171875,140.9143524169922,291.0218200683594,166.0500030517578,49202.87890625,1792.9000244140625,141.02395074867366,293.5079376265004,164.3074951171875,47163.61328125,1784.0,140.21712723901703,289.48967340701506,165.49349975585938,47727.2578125,1792.0,140.46407912749783,293.2284806156416,33606000.0,32646349931.0,812.0,15848000.0,20006100.0
2021-08-26,165.8000030517578,46942.21875,1792.199951171875,140.2810821533203,288.20806884765625,166.60000610351562,49347.58203125,1792.199951171875,141.2500632657939,291.426544578333,164.8000030517578,46405.78125,1781.0,140.198255364594,288.0731778231543,164.9499969482422,49002.640625,1787.4000244140625,140.58803917062994,290.03893440127865,41976000.0,32666549568.0,61.0,20610000.0,17666100.0
2021-08-27,167.48150634765625,49058.66796875,1816.5999755859375,142.8235626220703,288.815185546875,167.61599731445312,49112.78515625,1816.5999755859375,143.3278934785733,289.92333882072455,165.6875,46394.28125,1803.0999755859375,140.3371093469741,286.0303192932978,166.6614990234375,46894.5546875,1803.4000244140625,140.49133697664018,288.11173480081567,48048000.0,34511076995.0,1219.0,28780000.0,22605700.0
2021-08-28,,48902.40234375,,,,,49283.50390625,,,,,48499.23828125,,,,,49072.5859375,,,,,28568103401.0,,,
2021-08-29,,48829.83203125,,,,,49644.11328125,,,,,47925.85546875,,,,,48911.25,,,,,25889650240.0,,,
2021-08-30,171.07850646972656,47054.984375,1809.0,143.40525817871094,292.54437255859375,172.25,48925.60546875,1820.300048828125,144.77395084299167,293.15145574767917,167.76100158691406,46950.2734375,1807.800048828125,142.98125704674328,290.106423632768,167.8715057373047,48834.8515625,1818.199951171875,143.2163138187646,290.1642382786574,63844000.0,31847007016.0,684.0,24434000.0,16348100.0
2021-08-31,173.5395050048828,47166.6875,1815.0,143.51136779785156,290.8965759277344,173.62899780273438,48189.55078125,1815.9000244140625,143.98148131585134,293.4212466452703,169.7794952392578,46750.09375,1801.0999755859375,143.0982932268432,290.5303969246272,171.24000549316406,47024.33984375,1815.9000244140625,143.9571917138558,293.34417025857385,87128000.0,34730363427.0,82.0,22448000.0,26285300.0
2021-09-01,173.9499969482422,48847.02734375,1813.0999755859375,144.025146484375,290.8484191894531,176.35000610351562,49111.08984375,1815.9000244140625,145.05513168478024,294.0861866329376,173.76199340820312,46562.4375,1809.5,143.6958672121198,290.5207930363041,174.82000732421875,47099.7734375,1813.5,143.81141309150524,291.8505888037755,72598000.0,39139399125.0,114.0,21936000.0,18983800.0
