Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,BTC-USD,GC=F,GOOGL,MSFT,AMZN,BTC-USD,GC=F,GOOGL,MSFT,AMZN,BTC-USD,GC=F,GOOGL,MSFT,AMZN,BTC-USD,GC=F,GOOGL,MSFT,AMZN,BTC-USD,GC=F,GOOGL,MSFT
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,95.05249786376953,7879.0712890625,1551.699951171875,70.40757751464844,153.55099487304688,95.89099884033203,8082.2958984375,1555.699951171875,70.84842998736566,153.6741510180603,94.79000091552734,7842.40380859375,1543.300048828125,69.93250016192401,152.5468386427896,95.49449920654297,8082.2958984375,1555.699951171875,70.51369507317621,153.31416502798822,63346000.0,24045990466.0,54.0,33200000.0,21385000.0
2020-01-10,94.15799713134766,8166.55419921875,1557.5,70.86231994628906,152.84048461914062,95.34700012207031,8166.55419921875,1558.800048828125,71.15887253591534,154.62144943814087,94.0,7726.77490234375,1545.4000244140625,70.39816153236073,152.68891006966302,95.26850128173828,7878.3076171875,1551.199951171875,70.88761594044897,154.2425275193915,57074000.0,28714583844.0,16.0,26258000.0,20725900.0
2020-01-11,,8037.53759765625,,,,,8218.359375,,,,,8029.64208984375,,,,,8162.19091796875,,,,,25521165085.0,,,
2020-01-12,,8192.494140625,,,,,8200.0634765625,,,,,8009.05908203125,,,,,8033.26171875,,,,,22903438381.0,,,
2020-01-13,94.56500244140625,8144.1943359375,1548.4000244140625,71.41128540039062,154.67828369140625,94.9000015258789,8197.7880859375,1558.0,71.48318564833806,154.70670211208954,94.04000091552734,8079.70068359375,1548.4000244140625,70.68429232295442,152.76469478737948,94.56549835205078,8189.77197265625,1557.4000244140625,71.17423856104631,153.23835440536027,55616000.0,22482910688.0,48.0,30730000.0,21626500.0
2020-01-14,93.47200012207031,8827.7646484375,1542.4000244140625,70.94314575195312,153.58885192871094,94.35549926757812,8879.51171875,1546.699951171875,71.54020830430976,154.98141217679571,92.92749786376953,8140.93310546875,1534.9000244140625,70.8032951709677,153.2004476244277,94.29399871826172,8140.93310546875,1546.699951171875,71.40978602242117,154.78246880352256,68818000.0,44841784107.0,32.0,26076000.0,23477400.0
2020-01-15,93.10099792480469,8807.0107421875,1552.0999755859375,71.37013244628906,154.58351135253906,93.94300079345703,8890.1171875,1553.9000244140625,71.44848723259247,155.3034830617299,92.75450134277344,8657.1875,1545.5999755859375,70.99622386006052,154.00566062481232,93.61250305175781,8825.34375,1548.0,71.06366724106702,154.05301501204548,57932000.0,40102834650.0,11.0,21550000.0,21417900.0
2020-01-16,93.89700317382812,8723.7861328125,1549.0,71.91363525390625,157.41600036621094,94.27950286865234,8846.4609375,1556.0999755859375,71.94041435124791,157.4823196362133,93.3010025024414,8612.095703125,1548.5,71.40979626083083,155.3887382345589,94.14949798583984,8812.4814453125,1555.699951171875,71.68006159560105,155.69188726038482,53190000.0,31313981931.0,98.0,26080000.0,23865400.0
2020-01-17,93.23600006103516,8929.0380859375,1558.800048828125,73.36959838867188,158.29702758789062,94.33200073242188,8958.1220703125,1558.800048828125,73.42067465653932,158.64753102974288,92.86250305175781,8677.31640625,1553.5999755859375,72.23051437982828,156.7149919685834,94.29450225830078,8725.2099609375,1554.0999755859375,72.52755882003636,158.60016218369577,79946000.0,36372139320.0,108.0,52424000.0,34371700.0
2020-01-18,,8942.80859375,,,,,9012.1982421875,,,,,8827.33203125,,,,,8927.2119140625,,,,,32337772627.0,,,
2020-01-19,,8706.2451171875,,,,,9164.3623046875,,,,,8620.080078125,,,,,8941.4453125,,,,,34217320471.0,,,
2020-01-20,,8657.642578125,,,,,8745.5908203125,,,,,8560.4736328125,,,,,8704.6318359375,,,,,26422375678.0,,,
2020-01-21,94.5999984741211,8745.89453125,1556.4000244140625,73.50498962402344,157.7286376953125,94.7135009765625,8755.7060546875,1566.199951171875,73.88336264250772,159.32960936368943,93.0,8544.5205078125,1551.0,72.90791936171401,157.66231841676765,93.25,8658.9912109375,1559.300048828125,73.34381561207009,157.89914820309696,74156000.0,24097418512.0,45.0,48930000.0,29517200.0
2020-01-22,94.37300109863281,8680.8759765625,1555.300048828125,73.58531188964844,156.9707794189453,95.125,8792.994140625,1557.0999755859375,74.41396566579424,158.66648878308445,94.16699981689453,8636.7470703125,1549.800048828125,73.5253143022731,156.95182898866327,94.80449676513672,8744.2109375,1549.800048828125,73.87591692725086,158.58121907428676,64326000.0,22600204051.0,42.0,28458000.0,24138800.0
2020-01-23,94.22899627685547,8406.515625,1564.5999755859375,73.62599182128906,157.93702697753906,94.4990005493164,8687.7470703125,1564.5999755859375,74.0628869450804,158.0128142331594,93.63800048828125,8333.6376953125,1552.199951171875,73.40928463624178,156.56341729990527,94.25550079345703,8680.650390625,1553.0999755859375,73.76782496757652,157.43494905712768,49692000.0,25770680779.0,15.0,26650000.0,19680800.0
2020-01-24,93.08200073242188,8445.4345703125,1571.0999755859375,72.70757293701172,156.34556579589844,94.74949645996094,8514.6669921875,1571.0999755859375,74.097581382054,158.70439597949334,92.37200164794922,8266.8408203125,1556.300048828125,72.559292859008,155.78665089637408,94.56849670410156,8405.5673828125,1556.300048828125,74.02914675123824,158.68544554672874,75324000.0,24397913026.0,43.0,29786000.0,24918100.0
2020-01-25,,8367.84765625,,,,,8458.453125,,,,,8296.21875,,,,,8440.119140625,,,,,19647331549.0,,,
2020-01-26,,8596.830078125,,,,,8602.4013671875,,,,,8325.498046875,,,,,8364.41015625,,,,,22177678796.0,,,
